评论内容,fenci,主题概率,主题类型
干净整洁，卫生很好,干净 整洁 卫生,"[(0, 0.019230962), (1, 0.019231124), (2, 0.019231105), (3, 0.019230967), (4, 0.01923102), (5, 0.76922727), (6, 0.019231124), (7, 0.01923122), (8, 0.019231122), (9, 0.019231044), (10, 0.01923099), (11, 0.019231012), (12, 0.01923104)]",5
服务：很好，很热情,热情,"[(0, 0.03846203), (1, 0.038462937), (2, 0.038462598), (3, 0.03846276), (4, 0.03846193), (5, 0.038462378), (6, 0.038462494), (7, 0.038462605), (8, 0.03846193), (9, 0.038462352), (10, 0.038462583), (11, 0.5384515), (12, 0.03846193)]",11
环境安静，很满意。,环境 满意,"[(0, 0.025641343), (1, 0.02564149), (2, 0.02564132), (3, 0.025641428), (4, 0.69230354), (5, 0.02564122), (6, 0.025641805), (7, 0.025641391), (8, 0.02564137), (9, 0.02564122), (10, 0.02564134), (11, 0.025641358), (12, 0.025641238)]",4
很满意,满意,"[(0, 0.038461782), (1, 0.038461972), (2, 0.038462132), (3, 0.038462356), (4, 0.038462695), (5, 0.038461734), (6, 0.5384555), (7, 0.03846213), (8, 0.038461868), (9, 0.038461827), (10, 0.038461987), (11, 0.03846212), (12, 0.038461898)]",6
很整洁，非常舒适,整洁 舒适,"[(0, 0.025641344), (1, 0.02564161), (2, 0.025641372), (3, 0.025641374), (4, 0.025641888), (5, 0.025641805), (6, 0.02564147), (7, 0.025641616), (8, 0.6923014), (9, 0.025641527), (10, 0.025641501), (11, 0.025641367), (12, 0.025641683)]",8
非常好 环境优美,环境优美,"[(0, 0.038463064), (1, 0.038463064), (2, 0.038463358), (3, 0.038463064), (4, 0.038463064), (5, 0.038463064), (6, 0.038463064), (7, 0.53844273), (8, 0.03846332), (9, 0.038463064), (10, 0.038463064), (11, 0.038463064), (12, 0.038463064)]",7
内外环境都很不错,环境 不错,"[(0, 0.025641697), (1, 0.025641844), (2, 0.02564121), (3, 0.025641266), (4, 0.025642015), (5, 0.025641356), (6, 0.69230205), (7, 0.025641393), (8, 0.025641724), (9, 0.025641302), (10, 0.025641523), (11, 0.025641356), (12, 0.025641263)]",6
很不错还挺好的,不错 挺好,"[(0, 0.025642307), (1, 0.025642298), (2, 0.025642173), (3, 0.025642179), (4, 0.025642714), (5, 0.3907816), (6, 0.32715294), (7, 0.025642144), (8, 0.025642423), (9, 0.025642289), (10, 0.025642434), (11, 0.025642266), (12, 0.02564224)]",5
可以的还不错,不错,"[(0, 0.038461883), (1, 0.038461678), (2, 0.038461693), (3, 0.0384617), (4, 0.03846186), (5, 0.038461685), (6, 0.5384582), (7, 0.038461648), (8, 0.03846205), (9, 0.038461857), (10, 0.038462076), (11, 0.038461823), (12, 0.038461786)]",6
很好 不错的,不错,"[(0, 0.038461886), (1, 0.038461678), (2, 0.038461693), (3, 0.0384617), (4, 0.038461864), (5, 0.038461685), (6, 0.53845817), (7, 0.038461648), (8, 0.03846212), (9, 0.038461857), (10, 0.038462088), (11, 0.038461823), (12, 0.038461786)]",6
水晶首饰扣款,水晶 首饰 扣款,"[(0, 0.7692081), (1, 0.01923266), (2, 0.01923266), (3, 0.01923266), (4, 0.01923266), (5, 0.01923266), (6, 0.01923266), (7, 0.01923266), (8, 0.01923266), (9, 0.01923266), (10, 0.01923266), (11, 0.01923266), (12, 0.01923266)]",0
既便宜又好,便宜,"[(0, 0.038463734), (1, 0.03846404), (2, 0.038463734), (3, 0.53843385), (4, 0.038463734), (5, 0.03846435), (6, 0.038463734), (7, 0.038463734), (8, 0.038463734), (9, 0.038464155), (10, 0.038463734), (11, 0.038463734), (12, 0.038463734)]",3
周围环境不错,不错,"[(0, 0.038461883), (1, 0.038461678), (2, 0.038461693), (3, 0.0384617), (4, 0.03846186), (5, 0.038461685), (6, 0.5384582), (7, 0.038461648), (8, 0.03846205), (9, 0.038461857), (10, 0.038462084), (11, 0.038461823), (12, 0.038461786)]",6
感觉很舒服,感觉 舒服,"[(0, 0.02564194), (1, 0.025641734), (2, 0.025641367), (3, 0.025641484), (4, 0.025641456), (5, 0.025641827), (6, 0.025641574), (7, 0.025641866), (8, 0.02564191), (9, 0.02564156), (10, 0.6923), (11, 0.025641749), (12, 0.025641514)]",10
总体还不错,总体 不错,"[(0, 0.025641816), (1, 0.025641756), (2, 0.025641944), (3, 0.025641697), (4, 0.0256418), (5, 0.02564169), (6, 0.025642358), (7, 0.02564188), (8, 0.025642004), (9, 0.025641892), (10, 0.6922974), (11, 0.025641918), (12, 0.025641846)]",10
衣服被阿姨当垃圾丢了最后不负责 给出的说法：双方都有责任,衣服 垃圾 负责 给出 说法 责任,"[(0, 0.010989634), (1, 0.010989637), (2, 0.01098963), (3, 0.010989613), (4, 0.86812454), (5, 0.010989613), (6, 0.010989613), (7, 0.010989634), (8, 0.010989648), (9, 0.010989613), (10, 0.010989613), (11, 0.010989613), (12, 0.010989613)]",4
前台小姐姐非常热心 入住和退房都很顺利 咖啡做的灰常好喝！ 我的行李超级重 小姐姐亲自帮我搬上楼 再搬下来 感动的一塌糊涂 房间布置的很有艺术感 民宿位置无敌方便,前台 入住 退房 顺利 咖啡 好喝 行李 搬下来 感动 房间 布置 艺术 民宿 位置 无敌,"[(9, 0.942304)]",9
是一次非常满意的入住体验。夜丘位置优越、客房干净、装潢雅致，设施齐全。早上前台有精品咖啡，晚上威士忌吧台来杯特调，是体验长沙精致生活的绝好地点。威士忌吧台有必要单独提出，酒单花样繁多，并且夜丘特调都很有特点，不可不试。流浪长沙这款很惊艳。民宿两位小姐姐服务热情周到，雨伞落在店里也可以帮我寄回家里，真的很棒。你能感受到她们在用心对待每一位入住的客人。日后再去长沙，再不必考虑别的住所——夜丘就是我在长沙的安心归处。,满意 入住 体验 夜丘 位置 优越 客房 干净 装潢 雅致 设施 前台 精品 咖啡 吧台 特调 体验 精致 地点 吧台 提出 酒单 夜丘 特调 流浪 惊艳 民宿 雨伞 店里 寄回 很棒 感受 用心 入住 客人 住所 夜丘 安心 归处,"[(12, 0.9769211)]",12
本次长沙之行最最最满意的部分就是住到了一个神仙民宿～订房之前觉得图片很美，实际更美！ 落地玻璃窗外的山景简直太棒了！咖啡 美酒 巨好的管家，组合完美,满意 神仙 民宿 订房 图片 落地 玻璃窗 山景 咖啡 美酒 巨好 管家 组合 完美,"[(2, 0.9384545)]",2
整体都还不错，前台的小姐姐都很热情，最重要的是楼下有门禁，需要输入密码才能进入，比一般的民宿要有安全感。,整体 不错 前台 热情 门禁 输入 密码 民宿,"[(10, 0.89742774)]",10
民宿小姐姐很热情，下次来长沙的首选酒店，照片是露台上拍的烟花秀。,民宿 热情 首选 酒店 照片 露台 上拍 烟花,"[(11, 0.89743096)]",11
地理位置极佳，去岳麓山，湘江都非常方便。旁边有不错的餐厅。 一楼咖啡做的不错。 酒店房间挺好，比较大。窗前一棵大树，画面感很好。 服务很温馨。,地理位置 极佳 不错 餐厅 一楼 咖啡 不错 酒店 房间 大树 画面感,"[(9, 0.9230705)]",9
因为想要一个书桌，被免费升级了～酒店位置很好，闹中取静，离江边也很近。蓝月一个特别美好的大窗户，上午有充足阳光的时候，往外看出去很有小时候住小楼房的感觉。,想要 书桌 酒店 位置 美好 窗户 充足 小时候 楼房 感觉,"[(0, 0.91607827)]",0
很满意，管家和酒保也很热情。在这里感受到了长沙人民的温暖。一楼也有咖啡厅和小酒吧，白天游完回来可以小酌一下，很不错的体验,满意 管家 酒保 热情 感受 温暖 一楼 咖啡厅 酒吧 游完 回来 不错 体验,"[(10, 0.93406147)]",10
房间挺宽敞干净的 就是没有电梯这点有点吃力。但是楼下又有一家的小酒吧～各取所需吧，总体好评,房间 宽敞 干净 电梯 吃力 酒吧 总体 好评,"[(2, 0.897428)]",2
位置去岳麓山很方便，楼下有咖啡和酒吧，前台姐姐们也非常,位置 咖啡 酒吧 前台 姐姐,"[(0, 0.012821419), (1, 0.8461416), (2, 0.012821498), (3, 0.0128215905), (4, 0.012821654), (5, 0.012821457), (6, 0.012821413), (7, 0.01282145), (8, 0.012821595), (9, 0.012821591), (10, 0.012821594), (11, 0.012821504), (12, 0.012821668)]",1
非常具有艺术气息的民宿，视野好，有户外花园和酒吧，值得推荐,艺术 气息 民宿 视野 花园 酒吧 值得 推荐,"[(10, 0.89743054)]",10
服务特别热情 环境卫生 一家人住的很开心！,热情 环境卫生 一家人 开心,"[(0, 0.0153863), (1, 0.8153645), (2, 0.015386176), (3, 0.015386305), (4, 0.015386422), (5, 0.015386187), (6, 0.015386168), (7, 0.015386245), (8, 0.015386884), (9, 0.015386157), (10, 0.015386342), (11, 0.015386213), (12, 0.015386123)]",1
服务：服务态度非常好 卫生：卫生管理到位,服务态度 卫生 卫生 到位,"[(0, 0.015384974), (1, 0.015384986), (2, 0.015385041), (3, 0.0153849535), (4, 0.015384992), (5, 0.8153803), (6, 0.015384914), (7, 0.015385098), (8, 0.015385051), (9, 0.015384937), (10, 0.015384939), (11, 0.015384917), (12, 0.015384973)]",5
楼下有咖啡厅和小清吧，有小院子，不错,咖啡厅 院子 不错,"[(0, 0.7692229), (1, 0.019231293), (2, 0.019231346), (3, 0.019231537), (4, 0.01923139), (5, 0.019231247), (6, 0.019231955), (7, 0.019231306), (8, 0.019231457), (9, 0.019231329), (10, 0.01923151), (11, 0.019231314), (12, 0.019231416)]",0
价格偏贵，服务很好，房间设施一般,价格 偏贵 房间 设施,"[(0, 0.015385626), (1, 0.015385708), (2, 0.8153738), (3, 0.015385559), (4, 0.015385395), (5, 0.015385433), (6, 0.015385402), (7, 0.015385716), (8, 0.015385493), (9, 0.015385468), (10, 0.015385564), (11, 0.015385465), (12, 0.015385425)]",2
环境一般服务不错,环境 不错,"[(0, 0.025641698), (1, 0.025641846), (2, 0.025641212), (3, 0.025641268), (4, 0.025642028), (5, 0.025641358), (6, 0.69230205), (7, 0.025641395), (8, 0.025641726), (9, 0.025641304), (10, 0.025641525), (11, 0.025641358), (12, 0.025641264)]",6
真的要给这个民俗非常高的评价，性价比超高，是我住过的民俗最好的，环境好，房间设置舒适，温馨，有家的感觉，床不普通的席梦思，很舒服的床，真的很棒，体验感很高，下次来一定还住这里！,民俗 评价 性价比 超高 民俗 环境 房间 舒适 感觉 舒服 很棒 体验,"[(8, 0.92898935)]",8
挑了好久，最终选到云玺，办理入住（退房）手续方便，地段确实不错，从长沙南出直接2号线几个站，再走个10几分钟就到民宿，房间可以住4人，住一齐，小伙伴们聊天外卖都方便，有一点不好是只有1个卫生间，人有三急得排队，尴尬吖。安排的房间1488观景不错，又安静。楼下就是坡子街，文和友（海信广场内）。,选到 办理 入住 退房 手续 地段 确实 不错 号线 民宿 房间 小伙伴 外卖 卫生间 排队 尴尬 安排 房间 观景 不错 坡子 文和友 广场,"[(8, 0.96153456)]",8
地理位置特别好。住宿体验也非常满意。如果下次来到长沙。还会住在这里～公寓准备的比家里的都齐全～特别有安全感～四个人住在这里不要太惬意啦 ～特别开心能够在这里入住三天～,地理位置 住宿 体验 满意 来到 公寓 惬意 开心 入住,"[(10, 0.9076863)]",10
设施：房间很大，上下两层很宽敞，设施齐全，落地窗户看着外面，很舒服卫生：室内收拾的很干净环境：周围非常方便，湘江边上，地铁口，坡子街，太平街，黄兴路都在周围，出行吃饭都方便服务：店里提前就联系，无接触入住和离店，到了酒店就可以入住，非常方便,设施 房间 很大 宽敞 设施 落地 窗户 看着 舒服 卫生 收拾 干净 环境 地铁口 坡子 出行 吃饭 店里 提前 接触 入住 离店 酒店 入住,"[(0, 0.9630749)]",0
房间装修很适合年轻人，还算干净整洁，视野也很好，可以看到橘子洲头，地理位置优越，太平老街、坡子街、超级文和友都在附近溜达就可以到的地方，总体来说体验还是不错,房间 装修 适合 年轻人 干净 整洁 视野 地理位置 优越 老街 坡子 文和友 溜达 地方 总体 体验 不错,"[(10, 0.94871485)]",10
这一家民宿真的超级无敌好．那卫生哪都弄得很好，反正我这次是第三次来住了，它们家了．下次还是会来定他们家的名宿,民宿 无敌 卫生 来住 来定 名宿,"[(0, 0.010989767), (1, 0.010989911), (2, 0.010989896), (3, 0.010989813), (4, 0.010989666), (5, 0.01098998), (6, 0.010989874), (7, 0.010989974), (8, 0.010989771), (9, 0.010989802), (10, 0.0109897405), (11, 0.86812204), (12, 0.010989759)]",11
五一最好的新公寓，位置特别棒！房间非常干净整洁舒适，很宽敞，江景非常美，房东人也很好，下次会再来住!,公寓 位置 房间 干净 整洁 舒适 宽敞 江景 房东,"[(7, 0.5111761), (12, 0.40420297)]",7
客服小姐姐很贴心，房间不错，愉快的的一次旅行,客服 贴心 房间 不错 愉快,"[(0, 0.012820898), (1, 0.012820853), (2, 0.012820938), (3, 0.012820898), (4, 0.012820844), (5, 0.0128208585), (6, 0.84614915), (7, 0.012820924), (8, 0.012820929), (9, 0.012820885), (10, 0.012820877), (11, 0.012820912), (12, 0.012821057)]",6
房间干净整洁，地理位置优越，楼下就是海信广场，各种美食。,房间 干净 整洁 地理位置 优越 广场 美食,"[(7, 0.8846097)]",7
房间挺好的,房间,"[(0, 0.03846244), (1, 0.038462233), (2, 0.03846296), (3, 0.03846246), (4, 0.038462013), (5, 0.038462166), (6, 0.038462147), (7, 0.53845155), (8, 0.03846278), (9, 0.038462445), (10, 0.038462076), (11, 0.03846224), (12, 0.038462486)]",7
房间很干净！环境也很好！整体都很舒服  孩子楼上睡觉 朋友下面打麻将 聊天 ！老板很好  下午的车票比较晚  还给延时退房了！,房间 干净 环境 整体 舒服 孩子 睡觉 朋友 打麻将 老板 车票 还给 退房,"[(0, 0.93406296)]",0
酒店很新，房间设施齐全，服务热情，尤其是前台，服务很热情周到，停车很方便，以后还会再来的。,酒店 房间 设施 热情 前台 停车 再来,"[(1, 0.8846098)]",1
房间可舒适方便了。这次几个朋友一起齐打卡长沙网红点，住的离太平街坡子街都近太方便了。晚上还可以一起打打麻将开心聊天,房间 舒适 朋友 打卡 网红点 坡子 打麻将 开心,"[(10, 0.8974284)]",10
房间非常干净，床品睡得很舒服，交通饮食便利！,房间 干净 床品 舒服 交通 饮食 便利,"[(7, 0.884609)]",7
非常满意，环境优美。下次来还会选择入住。,满意 环境优美 选择 入住,"[(0, 0.015385367), (1, 0.0153854815), (2, 0.8153741), (3, 0.015385422), (4, 0.015385608), (5, 0.015385464), (6, 0.015385562), (7, 0.01538583), (8, 0.015385531), (9, 0.01538536), (10, 0.015385387), (11, 0.015385489), (12, 0.0153854415)]",2
感觉挺好的,感觉,"[(0, 0.03846331), (1, 0.038462844), (2, 0.038462266), (3, 0.038462415), (4, 0.03846259), (5, 0.038463414), (6, 0.038462266), (7, 0.53844637), (8, 0.038463306), (9, 0.038462617), (10, 0.038463216), (11, 0.038462777), (12, 0.0384626)]",7
630入住的，非常满意，日式风格，一见钟情。晚8点入住，送来冰粉。早9点餐食，品质不错，坐粉面的阿姨和蔼可亲的，牛奶面包点心的都来自。环境宁静，户外的泳池和烧烤场地，特别棒！墙裂推荐,入住 满意 日式 风格 入住 送来 冰粉 餐食 品质 不错 粉面 牛奶 面包 点心 环境 泳池 烧烤 墙裂 推荐,"[(4, 0.95384383)]",4
本洁癖想说卫生很干净，环境又舒适还适合拍照，尤其是早上有小鸟的声音，好治愈～ 工作人员都特别好，我耳堵掉了她们还马上说帮我在网上买；早餐好吃！ 走的时候还送了小礼物，以后来长沙还会再来！,洁癖 卫生 干净 环境 舒适 适合 拍照 小鸟 声音 治愈 工作人员 堵掉 早餐 好吃 礼物,"[(8, 0.942303)]",8
以后来长沙必住的民宿 一定会再来 希望下次再来不要因为太火订不到房 非常非常满意 无可挑剔 喜欢长沙 喜欢热情的长沙人 真的很喜欢这个直木山集民宿 出来从不点评 但是直木山集很值得 值得推荐 肯定会很火很火,民宿 希望 太火 不到 满意 喜欢 喜欢 热情 长沙人 喜欢 民宿 点评 值得 值得 推荐 肯定 很火 很火,"[(3, 0.9514142)]",3
设施很智能，卫生也很干净，诧寂风是我最喜欢的装修风格，装修与绿植相呼应，每个角落定格都像一幅画，游泳池比较适合小朋友玩水。 服务也很好，早餐、下午茶和晚上的冰粉都超级好吃,设施 智能 卫生 干净 诧寂 喜欢 装修 风格 装修 植相 呼应 角落 定格 游泳池 适合 小朋友 玩水 早餐 下午茶 冰粉 好吃,"[(1, 0.95803857)]",1
很安静的小村子，房间干净温馨，拍照很好看哦！早餐的粉面都很好吃哦，晚上还贴心的送了酒酿鸡蛋！部分照片来自管家的拍摄，一位很会拍照的小美女呦，是一家会让人想念的店！,房间 干净 拍照 好看 早餐 粉面 好吃 贴心 酒酿 鸡蛋 照片 管家 拍摄 拍照 想念,"[(5, 0.94230473)]",5
