评论,fenci,情感分类,主题概率,主题类型
已收到图书，包装完好。,收到 图书 包装 完好,pos,"[(0, 0.5714567), (1, 0.29444748), (2, 0.033418864), (3, 0.033471208), (4, 0.033728834), (5, 0.033476938)]",0
质量不错 买来学习,质量 不错 买来 学习,pos,"[(0, 0.0337186), (1, 0.03358609), (2, 0.8323851), (3, 0.03340312), (4, 0.033516712), (5, 0.0333904)]",2
书籍不错，值得推荐购买,书籍 不错 值得 推荐 购买,pos,"[(0, 0.8601255), (1, 0.028133154), (2, 0.028035287), (3, 0.027826557), (4, 0.028057367), (5, 0.027822169)]",0
书不错，适合机器学习的同学好好研读。,不错 适合 机器 学习 同学 好好 研读,pos,"[(0, 0.44511637), (1, 0.020950804), (2, 0.021040687), (3, 0.020878471), (4, 0.47114336), (5, 0.020870315)]",4
慢慢学习 天天向上 还不错的一本书,慢慢 学习 天天向上 不错 本书,pos,"[(0, 0.02797175), (1, 0.027904201), (2, 0.86008894), (3, 0.027803387), (4, 0.028423376), (5, 0.027808303)]",2
书质量不错，内容丰富,质量 不错 内容,pos,"[(0, 0.7902691), (1, 0.04209072), (2, 0.042202156), (3, 0.041825715), (4, 0.04188257), (5, 0.041729756)]",0
书不错 挺好的 学习了,不错 学习,pos,"[(0, 0.056025054), (1, 0.055761453), (2, 0.7209959), (3, 0.055691477), (4, 0.055857804), (5, 0.05566826)]",2
纸张好，品质好，值得购买。,纸张 品质 值得 购买,pos,"[(0, 0.8323877), (1, 0.033600524), (2, 0.033425108), (3, 0.03379958), (4, 0.033431955), (5, 0.03335514)]",0
内容丰富，贴近实用,内容 贴近 实用,pos,"[(0, 0.042038914), (1, 0.49965152), (2, 0.3331444), (3, 0.041709896), (4, 0.041701958), (5, 0.0417533)]",1
印刷质量不错，内容技术含量高，实践操作指导性强！,印刷 质量 不错 内容 技术含量 实践 操作 指导性,pos,"[(0, 0.53257746), (1, 0.018642778), (2, 0.23282325), (3, 0.018596422), (4, 0.018561618), (5, 0.17879847)]",0
书不错，是正版的，适合当自动化入门书籍,不错 正版 适合 自动化 入门 书籍,pos,"[(0, 0.6682011), (1, 0.23607332), (2, 0.024026094), (3, 0.023869019), (4, 0.023987547), (5, 0.02384298)]",0
正版图书，发货速度快，物流给力。,正版 图书 发货 速度 物流,pos,"[(0, 0.028181516), (1, 0.028411698), (2, 0.027963784), (3, 0.027794775), (4, 0.027796658), (5, 0.85985154)]",5
纸张效果不错,纸张 效果 不错,pos,"[(0, 0.0419603), (1, 0.041876603), (2, 0.042327825), (3, 0.7901786), (4, 0.04187762), (5, 0.041779004)]",3
推荐，学习专业知识，必备的,推荐 学习 专业知识 必备,pos,"[(0, 0.033641275), (1, 0.48236853), (2, 0.03382806), (3, 0.033341732), (4, 0.38340342), (5, 0.033417016)]",1
哼不错,不错,pos,"[(0, 0.0839766), (1, 0.08357622), (2, 0.58136314), (3, 0.083796434), (4, 0.08381452), (5, 0.0834731)]",2
书是正版的，有防伪标，男生看的技术类书籍，真是看不懂,正版 防伪 男生 技术 类书籍 看不懂,pos,"[(0, 0.023837378), (1, 0.024025602), (2, 0.88054705), (3, 0.023835666), (4, 0.023905413), (5, 0.023848942)]",2
值得拥有，，，，，，，，,值得 拥有,pos,"[(0, 0.72193265), (1, 0.055580996), (2, 0.055623077), (3, 0.055562533), (4, 0.055566557), (5, 0.05573417)]",0
真是一本学习的好书谢谢,一本 学习 好书 谢谢,pos,"[(0, 0.033788215), (1, 0.8323967), (2, 0.03361212), (3, 0.033339612), (4, 0.033471663), (5, 0.033391688)]",1
书本内容案例实战丰富，操作步骤简洁明了,书本 内容 案例 实战 操作步骤 简洁明了,pos,"[(0, 0.023926102), (1, 0.8807787), (2, 0.02382016), (3, 0.023814995), (4, 0.023845848), (5, 0.023814237)]",1
通俗易懂，文笔不错！推荐一下,通俗易懂 文笔 不错 推荐,pos,"[(0, 0.03370021), (1, 0.83174765), (2, 0.03400888), (3, 0.033522487), (4, 0.0336083), (5, 0.03341243)]",1
还可以吧吧，质量不错的,质量 不错,pos,"[(0, 0.056532763), (1, 0.05636665), (2, 0.7196763), (3, 0.05580369), (4, 0.055959757), (5, 0.055660784)]",2
感谢🐷哥~向榜样学习！,感谢 榜样 学习,pos,"[(0, 0.79045284), (1, 0.042458933), (2, 0.041902617), (3, 0.04167863), (4, 0.041774258), (5, 0.041732732)]",0
内容真不错.,内容 真不错,pos,"[(0, 0.72083414), (1, 0.055917785), (2, 0.055662457), (3, 0.05592222), (4, 0.056085445), (5, 0.05557797)]",0
好，速度快，书本印刷的好,速度 书本 印刷,pos,"[(0, 0.48944238), (1, 0.34291962), (2, 0.04185948), (3, 0.04170452), (4, 0.041752208), (5, 0.042321797)]",0
书的质量不错，都翻完了，,质量 不错 翻完,pos,"[(0, 0.04208372), (1, 0.042043153), (2, 0.7904984), (3, 0.041789968), (4, 0.041861363), (5, 0.041723445)]",2
书的质量不错，值得一读。,质量 不错 值得,pos,"[(0, 0.7904573), (1, 0.041929003), (2, 0.042177968), (3, 0.041824687), (4, 0.041870303), (5, 0.04174074)]",0
一本不错的提高效率的书，值得一看,一本 不错 提高效率 值得一看,pos,"[(0, 0.03366881), (1, 0.8318299), (2, 0.03396646), (3, 0.033523258), (4, 0.03361731), (5, 0.033394244)]",1
助力办公，提升自己，满意,助力 办公 提升 满意,pos,"[(0, 0.03342562), (1, 0.03350477), (2, 0.033436976), (3, 0.033378854), (4, 0.033385783), (5, 0.832868)]",5
比较适合于网管员使用，不错。,适合 网管员 不错,pos,"[(0, 0.042227563), (1, 0.041832652), (2, 0.7903677), (3, 0.04176437), (4, 0.042098597), (5, 0.04170908)]",2
有初步的编程知识即可顺利上手，不错的一本书。,初步 编程 知识 即可 顺利 不错 本书,pos,"[(0, 0.020986734), (1, 0.021073628), (2, 0.8951571), (3, 0.020862421), (4, 0.02103175), (5, 0.020888375)]",2
书质量不错，优惠后价格合理,质量 不错 优惠 价格合理,pos,"[(0, 0.033579722), (1, 0.033727124), (2, 0.8323767), (3, 0.033470415), (4, 0.03345883), (5, 0.033387206)]",2
正版书不错,正版书 不错,pos,"[(0, 0.7205923), (1, 0.05569691), (2, 0.056357093), (3, 0.055822544), (4, 0.0558933), (5, 0.055637848)]",0
书籍正版，质量好，速度快。京东购书值得信赖，活动期间购买优惠。,书籍 正版 质量 速度 京东 购书 值得 信赖 活动 期间 购买 优惠,pos,"[(0, 0.3562826), (1, 0.4706317), (2, 0.012932307), (3, 0.012849553), (4, 0.1344062), (5, 0.012897666)]",1
是本好书，值得推荐。,好书 值得 推荐,pos,"[(0, 0.7909382), (1, 0.04205898), (2, 0.0418023), (3, 0.041669797), (4, 0.041795608), (5, 0.041735157)]",0
还不错，比较详细,不错 详细,pos,"[(0, 0.05591897), (1, 0.05682688), (2, 0.71988726), (3, 0.055686872), (4, 0.0560439), (5, 0.055636138)]",2
实用性强，简单易懂，入门快，不会枯燥乏味。,实用性 简单 易懂 入门 枯燥乏味,pos,"[(0, 0.4922371), (1, 0.02785521), (2, 0.027832635), (3, 0.027876956), (4, 0.027809981), (5, 0.39638814)]",0
给孩子看的，简单明晰,孩子 简单 明晰,pos,"[(0, 0.041817423), (1, 0.04169758), (2, 0.04172729), (3, 0.7910285), (4, 0.04172861), (5, 0.04200063)]",3
书籍不错，下次还会考虑。,书籍 不错 下次,pos,"[(0, 0.04218502), (1, 0.7891552), (2, 0.04273596), (3, 0.041994248), (4, 0.042165384), (5, 0.041764203)]",1
专业性强，内容丰富，值得推荐,专业性 内容 值得 推荐,pos,"[(0, 0.8328289), (1, 0.033600025), (2, 0.03342984), (3, 0.033340067), (4, 0.033420548), (5, 0.033380657)]",0
正版，活动力度大，送货快,正版 活动 力度 送货,pos,"[(0, 0.033430304), (1, 0.033898838), (2, 0.83245003), (3, 0.033342052), (4, 0.033483706), (5, 0.033395022)]",2
不错，好用好用好用好用,不错 好用 好用 好用 好用,pos,"[(0, 0.027862955), (1, 0.02781826), (2, 0.028003037), (3, 0.027840216), (4, 0.8606782), (5, 0.027797332)]",4
内容比较实用，可以。,内容 实用,pos,"[(0, 0.056042187), (1, 0.72142434), (2, 0.055668525), (3, 0.055606004), (4, 0.055596083), (5, 0.055662833)]",1
准备拿这本书作为机器学习之特征的入门实操指导书，先推荐一下,本书 机器 学习 特征 入门 实操 指导书 推荐,pos,"[(0, 0.9070468), (1, 0.018648785), (2, 0.018614601), (3, 0.018532848), (4, 0.018614499), (5, 0.01854241)]",0
挺好的书，值得一看，谢谢😊,值得一看 谢谢,pos,"[(0, 0.05579657), (1, 0.72164744), (2, 0.055632956), (3, 0.055560548), (4, 0.055790078), (5, 0.05557236)]",1
东西不错哈，慢慢看的哈,东西 不错 慢慢,pos,"[(0, 0.041823637), (1, 0.041796096), (2, 0.79005444), (3, 0.0418007), (4, 0.04280379), (5, 0.041721325)]",2
书还不错，好好学习。认真努力一点,不错 好好学习 努力 一点,pos,"[(0, 0.033425406), (1, 0.27558583), (2, 0.59067774), (3, 0.033466876), (4, 0.033441775), (5, 0.03340239)]",2
可以的，蛮好用，还不错。,好用 不错,pos,"[(0, 0.056041397), (1, 0.055750325), (2, 0.0568213), (3, 0.05590739), (4, 0.7198176), (5, 0.055662017)]",4
书印刷质量不错，好评吧,印刷 质量 不错 好评,pos,"[(0, 0.8321902), (1, 0.033762496), (2, 0.033603434), (3, 0.03342595), (4, 0.033652112), (5, 0.033365767)]",0
表述不清楚，内容有误，不行。,表述 内容 有误 不行,pos,"[(0, 0.03351492), (1, 0.56522495), (2, 0.0334695), (3, 0.03335416), (4, 0.033375375), (5, 0.3010611)]",1
好书，讲解得不错。适合做参考书,好书 讲解 不错 适合 参考书,pos,"[(0, 0.585206), (1, 0.02792865), (2, 0.30335984), (3, 0.027823359), (4, 0.02788777), (5, 0.027794419)]",0
好书，值得购买。。。。。。。。。。。。,好书 值得 购买,pos,"[(0, 0.79132533), (1, 0.041861393), (2, 0.041754916), (3, 0.041670635), (4, 0.04169286), (5, 0.04169482)]",0
"不錯的書, 可以值得參考.",不錯 值得 參考,pos,"[(0, 0.7915544), (1, 0.041688256), (2, 0.04170009), (3, 0.04167982), (4, 0.04168144), (5, 0.04169601)]",0
这个书还挺好的，希望有效果,挺好 希望 效果,pos,"[(0, 0.041797), (1, 0.042172182), (2, 0.7902541), (3, 0.04200919), (4, 0.04189454), (5, 0.041872974)]",2
不错，值得购买,不错 值得 购买,pos,"[(0, 0.79069966), (1, 0.04179824), (2, 0.042152327), (3, 0.041794516), (4, 0.041822463), (5, 0.041732825)]",0
应该不错吧，活到老学到老，孩子爸爸买了学的，加油,不错 活到老 学到老 孩子 爸爸 加油,pos,"[(0, 0.8805639), (1, 0.023874843), (2, 0.023907648), (3, 0.023980543), (4, 0.023848621), (5, 0.023824437)]",0
内容详细，挺好的工具书，推荐小白购买,内容 详细 工具书 推荐 小白 购买,pos,"[(0, 0.024062527), (1, 0.8804027), (2, 0.02393259), (3, 0.02388356), (4, 0.023872992), (5, 0.023845676)]",1
质量符合预期，物流速度快，客服服务态度好。,质量 符合 预期 物流 速度 客服 服务态度,pos,"[(0, 0.6888183), (1, 0.2274784), (2, 0.020924293), (3, 0.02085181), (4, 0.020874187), (5, 0.021052994)]",0
书籍不错，里面有个最少必要知识概念挺好的。,书籍 不错 有个 最少 知识 概念,pos,"[(0, 0.38920617), (1, 0.024187917), (2, 0.51481485), (3, 0.023863954), (4, 0.0240959), (5, 0.023831205)]",2
学习必备，之前朋友推荐的。,学习 必备 朋友 推荐,pos,"[(0, 0.033594575), (1, 0.03377296), (2, 0.8321538), (3, 0.03336648), (4, 0.033593178), (5, 0.03351908)]",2
书不错，刚到手，简明易懂，第二天就被人偷了,不错 到手 简明 易懂 第二天,pos,"[(0, 0.028064426), (1, 0.027938953), (2, 0.23020044), (3, 0.027901996), (4, 0.027921267), (5, 0.65797293)]",5
终于关注网路的书籍了，都说学能提高运维，一搜全是运维，这本书很好的介绍对于网络设备运维相当有用的函数与库，唯一的不足点就是基于思科的设备，棱镜门后，都是国产的天下了 写华为华三就更好了,终于 关注 网路 书籍 学能 提高 运维 运维 本书 很好 介绍 网络设备 运维 有用 函数 唯一 思科 设备 棱镜 国产 天下 华为 华三 更好,pos,"[(0, 0.8927638), (1, 0.0804634)]",0
值得深入学习，算法的理解。,值得 学习 算法 理解,pos,"[(0, 0.034292683), (1, 0.033482425), (2, 0.83203894), (3, 0.033348843), (4, 0.033400144), (5, 0.033437)]",2
书是正版，商品完好，发货速度快，客服热心，购买体验好。,正版 商品 完好 发货 速度 客服 热心 购买 体验,pos,"[(0, 0.6840688), (1, 0.24899305), (2, 0.016727766), (3, 0.01667918), (4, 0.016757939), (5, 0.016773226)]",0
书本印刷字迹清晰好。,书本 印刷 字迹 清晰,pos,"[(0, 0.0336012), (1, 0.83277094), (2, 0.03341622), (3, 0.033497803), (4, 0.033367973), (5, 0.03334588)]",1
书不错，开卷有益，多读书有益身体健康，不太会写评论也是读书少的表现,不错 开卷有益 读书 有益 身体健康 不太会 评论 读书 表现,pos,"[(0, 0.28327534), (1, 0.01669204), (2, 0.016747499), (3, 0.01684943), (4, 0.37913957), (5, 0.28729615)]",4
好书，价格公道，质量好。,好书 价格公道 质量,pos,"[(0, 0.042129412), (1, 0.79095644), (2, 0.041761782), (3, 0.041712385), (4, 0.04174256), (5, 0.041697405)]",1
以前一直都是在实体店买，这次选择了网上买，不光是正品，价格还实惠！，一定好评！,实体店 选择 网上 正品 价格 实惠 好评,pos,"[(0, 0.020925473), (1, 0.8954233), (2, 0.02095028), (3, 0.020874135), (4, 0.020928744), (5, 0.020898083)]",1
一本简单的小书，挺有意思的,一本 简单 小书 有意思,pos,"[(0, 0.03371605), (1, 0.034019463), (2, 0.033496007), (3, 0.033628672), (4, 0.83124167), (5, 0.03389818)]",4
在京东买书，赶上活动买特别便宜。,京东 赶上 活动 特别 便宜,pos,"[(0, 0.027939232), (1, 0.02793143), (2, 0.86037993), (3, 0.02790381), (4, 0.028019428), (5, 0.02782611)]",2
京东自营送货快，值得信赖！,京东 自营 送货 值得 信赖,pos,"[(0, 0.8604548), (1, 0.027890192), (2, 0.028041156), (3, 0.027835695), (4, 0.027964754), (5, 0.027813382)]",0
产品不错值得大家去购买和使用,产品 不错 值得 购买,pos,"[(0, 0.8326855), (1, 0.03343493), (2, 0.033646353), (3, 0.03341605), (4, 0.033440735), (5, 0.033376466)]",0
还没仔细读，粗看还不错,仔细 不错,pos,"[(0, 0.055955574), (1, 0.055786032), (2, 0.7210678), (3, 0.055688754), (4, 0.055722095), (5, 0.055779718)]",2
好书一本，值得购买。,好书 一本 值得 购买,pos,"[(0, 0.8327537), (1, 0.03374609), (2, 0.033413824), (3, 0.033335935), (4, 0.03339638), (5, 0.033354048)]",0
经常在京东买书，方便实惠!,京东 实惠,pos,"[(0, 0.055876452), (1, 0.05597485), (2, 0.72082007), (3, 0.055876944), (4, 0.055802647), (5, 0.055649027)]",2
书还是挺不错的，物流速度还挺快的,挺不错 物流 速度 挺快,pos,"[(0, 0.03346261), (1, 0.033417802), (2, 0.033421673), (3, 0.033550385), (4, 0.03346395), (5, 0.83268356)]",5
不错挺好的，正版书籍，质量不错。,不错 正版 书籍 质量 不错,pos,"[(0, 0.028045805), (1, 0.5048482), (2, 0.38338774), (3, 0.027887894), (4, 0.028003234), (5, 0.027827159)]",1
物廉价美，京东商城网购书籍不错的选择！！！！！,廉价 京东 商城 网购 书籍 不错 选择,pos,"[(0, 0.89514035), (1, 0.020999832), (2, 0.021067204), (3, 0.020933978), (4, 0.020992035), (5, 0.020866595)]",0
书还不错，送货速度挺快,不错 送货 速度 挺快,pos,"[(0, 0.033597235), (1, 0.033453584), (2, 0.8319307), (3, 0.03339977), (4, 0.033591103), (5, 0.034027554)]",2
好评,好评,pos,"[(0, 0.08400807), (1, 0.084625244), (2, 0.08333475), (3, 0.08334907), (4, 0.581348), (5, 0.08333482)]",4
我感觉还不错。,感觉 不错,pos,"[(0, 0.05594718), (1, 0.055694878), (2, 0.7206005), (3, 0.055782717), (4, 0.055950847), (5, 0.0560239)]",2
京东快递一如既往的给力，送货速度很快，东西质量也都不错，是正品，有问题也都能及时解决，售后是不错的，但是对于一些大件商品售后有点慢，希望能改进吧~总体还是比较好的，自营商品的保障还是很给力哒。,京东 快递 一如既往 给力 送货 速度 很快 东西 质量 不错 正品 解决 售后 不错 大件 商品 售后 希望 改进 总体 自营 商品 保障,pos,"[(0, 0.5162351), (2, 0.20354098), (4, 0.25927648)]",0
东西性价比还可以，主要还是冲着京东的快递服务，方便省心,东西 性价比 冲着 京东 快递 服务 省心,pos,"[(0, 0.02093454), (1, 0.020944769), (2, 0.89539856), (3, 0.020892804), (4, 0.02095951), (5, 0.020869821)]",2
