Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment,主题概率,主题类型
,2024-02-13 06:00:34,裙子飞ω了,5,XZ粉丝我警告你,（该条评论已经被删除）看比赛太方便了。,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222266), (5, 0.6888885), (6, 0.02222225), (7, 0.022222236), (8, 0.022222258), (9, 0.022222249), (10, 0.022222247), (11, 0.0222223), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-02-13 05:49:50,只放歌你听,5,小破站加油加油加油,（该条评论已经被删除）所有的视障人群的朋友都会感谢你们的。,评论 删除 视障 人群 朋友 感谢,负面,"[(0, 0.1385136), (5, 0.35359022), (8, 0.39347863)]",8
,2024-02-13 03:46:15,Rebeca Bernh_ard,5,有B站不寂寞,（该条评论已经被删除）不要带有色眼镜看待站。,评论 删除 看待,负面,"[(0, 0.016687956), (1, 0.016687954), (2, 0.016687954), (3, 0.016687954), (4, 0.016687976), (5, 0.4749109), (6, 0.016687965), (7, 0.016687954), (8, 0.016687972), (9, 0.016687965), (10, 0.30814555), (11, 0.016687984), (12, 0.016687956), (13, 0.016687963), (14, 0.016687958)]",5
,2024-02-13 03:43:00,Banjigung,1,垃圾app，侦测隐私,垃圾的很，泄露隐私，垃圾中的垃圾,垃圾 泄露 垃圾 垃圾,负面,"[(0, 0.81333005), (1, 0.01333361), (2, 0.013333583), (3, 0.013333556), (4, 0.013333559), (5, 0.013333556), (6, 0.013333581), (7, 0.0133336), (8, 0.013333566), (9, 0.013333552), (10, 0.013333556), (11, 0.013333558), (12, 0.013333598), (13, 0.013333555), (14, 0.013333559)]",0
,2024-02-13 03:38:41,别＋拿哥灬的人生当游戏,5,为什么每次打开都会提醒未成年模式？,（该条评论已经被删除）好用的。,评论 删除 好用,负面,"[(0, 0.016666912), (1, 0.016666906), (2, 0.016666908), (3, 0.01666691), (4, 0.016666934), (5, 0.016666982), (6, 0.01666692), (7, 0.016666906), (8, 0.016666928), (9, 0.016666919), (10, 0.016666917), (11, 0.7666631), (12, 0.016666908), (13, 0.016666917), (14, 0.01666691)]",11
,2024-02-13 01:03:28,）盛夏光年12331754,5,行吗？,（该条评论已经被删除）点不开和之前13的问题一样。,评论 删除 不开,负面,"[(0, 0.016688833), (1, 0.016688831), (2, 0.27487797), (3, 0.016688831), (4, 0.016688854), (5, 0.5081671), (6, 0.016688842), (7, 0.016688831), (8, 0.016688848), (9, 0.016688842), (10, 0.016688839), (11, 0.01668886), (12, 0.016688833), (13, 0.01668884), (14, 0.016688835)]",5
,2024-02-13 00:32:24,AA0A★朗朗他爸★AA◇A,5,大爱b站,（该条评论已经被删除）挽留有什么用，而不是千篇一律的文稿。,评论 删除 挽留 文稿,负面,"[(0, 0.013349456), (1, 0.013349454), (2, 0.013349454), (3, 0.013349454), (4, 0.013349469), (5, 0.40235525), (6, 0.013349461), (7, 0.013349454), (8, 0.013349466), (9, 0.4241018), (10, 0.01334946), (11, 0.0133494735), (12, 0.013349456), (13, 0.01334946), (14, 0.013349456)]",9
,2024-02-13 00:30:54,Dr. Lucio Wate●rs,5,哈哈哈家,（该条评论已经被删除）我下载不了，再来一个深夜模式吧。,评论 删除 下载 模式,负面,"[(0, 0.013333502), (1, 0.013333498), (2, 0.013333494), (3, 0.013333549), (4, 0.013333504), (5, 0.5279855), (6, 0.013333501), (7, 0.013333501), (8, 0.013333507), (9, 0.013333502), (10, 0.29867893), (11, 0.013333509), (12, 0.013333495), (13, 0.013333507), (14, 0.013333498)]",5
,2024-02-13 00:08:56,Damian Up∩ton,5,布拉布拉,（该条评论已经被删除）但我还是爱你们的。,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222279), (5, 0.6888885), (6, 0.02222225), (7, 0.022222236), (8, 0.022222258), (9, 0.022222249), (10, 0.022222247), (11, 0.022222294), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-02-13 00:03:37,全部都是位置。,1,贵阳消防栓,（该条评论已经被删除）阿在人性与同流合污中选择同流合污，阿要点脸哩，咋滴？开始锁流量啦！只要提到贵阳消防栓就直接给你锁流量，播放量少的不行不行的，就弹幕不能阻止，一个低质的视频，播放量却有几百万！站的眼光什么时候变这么差？亏你得了4的高分，阿要不直接把那些提到贵阳消防栓的全给下架了，理由就是内容不正当低俗暴力色情，如果你想要站用户辱骂你的话，就多下架哦！建议站直接把弹幕给锁了，只要提到贵阳消防栓就直接把弹幕锁了。一个弹幕也不能发，我是特意来发出差评的，记得要多发几个差评哦！不发都对不起阿的！热搜上全都是一些平常小事，要么就是大一些，现在好了！不得不给阿差评力！,评论 删除 人性 同流合污 选择 同流合污 要点 流量 提到 消防栓 流量 播放 不行 不行 弹幕 阻止 低质 视频 播放 眼光 高分 提到 消防栓 下架 理由 内容 正当 低俗 暴力 色情 想要 用户 辱骂 建议 弹幕 提到 消防栓 弹幕 弹幕 发出 差评 记得 不发 平常 小事 阿差 评力,负面,"[(7, 0.98055124)]",7
,2024-02-12 23:55:26,Aaron Ruthe*rford,5,但是每一次回到b站都能找到高质量的视频和番剧,（该条评论已经被删除）饿了哭咯饿了人最啦女人啦咯呕吐了。,评论 删除 女人 呕吐,负面,"[(0, 0.01334215), (1, 0.013342147), (2, 0.013342149), (3, 0.013342149), (4, 0.013342172), (5, 0.013342213), (6, 0.013342161), (7, 0.013342147), (8, 0.8132098), (9, 0.013342159), (10, 0.013342157), (11, 0.013342179), (12, 0.01334215), (13, 0.013342157), (14, 0.013342151)]",8
,2024-02-12 23:54:29,导低弊星乎侵表尘金,5,我的青春,（该条评论已经被删除）也不信网易和站没一腿，用站快十年了。,评论 删除 不信 网易,负面,"[(0, 0.013350983), (1, 0.013350981), (2, 0.013350981), (3, 0.013350981), (4, 0.013351021), (5, 0.013351021), (6, 0.013350989), (7, 0.013350981), (8, 0.013350993), (9, 0.013350989), (10, 0.013350988), (11, 0.8130861), (12, 0.013350983), (13, 0.013350988), (14, 0.013351028)]",11
,2024-02-12 23:51:40,ぃ诺诺文具店,5,现在人品爆炸啦,（该条评论已经被删除）但是确实是追爱豆追剧的最佳选择。,评论 删除 确实 爱豆 追剧 选择,负面,"[(3, 0.4743071), (11, 0.4018296)]",3
,2024-02-12 23:15:57,赤(色的眼睛,5,很多知名网红都入驻了b站,（该条评论已经被删除）从一开始看动漫鬼畜。,评论 删除 动漫 鬼畜,负面,"[(0, 0.013333648), (1, 0.013333646), (2, 0.0133336475), (3, 0.01333365), (4, 0.013333662), (5, 0.013333686), (6, 0.013333653), (7, 0.013333656), (8, 0.013333896), (9, 0.013333655), (10, 0.013333685), (11, 0.8133286), (12, 0.0133336475), (13, 0.013333652), (14, 0.013333658)]",11
,2024-02-12 22:50:21,Aぃcurse妩=媚,5,好多视频真的好看！,（该条评论已经被删除）内容丰富体验好。,评论 删除 内容 体验,负面,"[(0, 0.013333556), (1, 0.013333553), (2, 0.013333566), (3, 0.01333357), (4, 0.013333573), (5, 0.5955272), (6, 0.013333563), (7, 0.01333357), (8, 0.23113638), (9, 0.013333598), (10, 0.013333563), (11, 0.013333583), (12, 0.013333555), (13, 0.013333606), (14, 0.013333553)]",5
,2024-02-12 22:33:02,w◇守望幸 福,5,这是一个很好的软件,（该条评论已经被删除）之类的好番买下来。,评论 删除 买下来,负面,"[(0, 0.016681546), (1, 0.016681544), (2, 0.016681546), (3, 0.016681544), (4, 0.016681572), (5, 0.016681626), (6, 0.01668156), (7, 0.016681544), (8, 0.016681567), (9, 0.016681558), (10, 0.016681556), (11, 0.76645815), (12, 0.016681546), (13, 0.016681556), (14, 0.016681548)]",11
,2024-02-12 22:09:59,Demaroco Carter,5,爱哔哩哔哩,（该条评论已经被删除）我不能没有小破站！！！！！！。,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222295), (5, 0.6888885), (6, 0.02222225), (7, 0.022222236), (8, 0.022222262), (9, 0.02222225), (10, 0.022222247), (11, 0.022222329), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-02-12 22:07:59,咕嘟。4〗7,5,不过更新以后看视频不太方便,（该条评论已经被删除）只是想回应两条评论。,评论 删除 回应 评论,负面,"[(0, 0.013346318), (1, 0.013346317), (2, 0.013346318), (3, 0.013346317), (4, 0.013346338), (5, 0.24310768), (6, 0.013346328), (7, 0.013346317), (8, 0.013346335), (9, 0.0133463275), (10, 0.013346326), (11, 0.5833901), (12, 0.013346318), (13, 0.013346326), (14, 0.01334632)]",11
,2024-02-12 21:58:30,Aurore Wie·gand,5,当年我是因为我哥拉我进来的,（该条评论已经被删除）但还是喜欢的。,评论 删除 喜欢,负面,"[(0, 0.016666714), (1, 0.016666716), (2, 0.016666714), (3, 0.016666718), (4, 0.01666674), (5, 0.016666837), (6, 0.016666742), (7, 0.016666718), (8, 0.01666674), (9, 0.01666673), (10, 0.016666723), (11, 0.76666576), (12, 0.016666714), (13, 0.016666727), (14, 0.016666716)]",11
,2024-02-12 21:42:20,彬‰彬,5,可以说是国内最大最全的弹幕视频网站了,（该条评论已经被删除）比如学习打卡真的很好。,评论 删除 学习 打卡,负面,"[(0, 0.013342338), (1, 0.013342337), (2, 0.013342338), (3, 0.013342361), (4, 0.013342352), (5, 0.013342402), (6, 0.013342344), (7, 0.013342337), (8, 0.013342354), (9, 0.013342344), (10, 0.013342342), (11, 0.8132071), (12, 0.013342338), (13, 0.013342342), (14, 0.013342347)]",11
,2024-02-12 21:31:29,风寄来思念,5,.,有些动漫没买 希望以后能把那些没买的动漫买了,动漫 没买 希望 没买 动漫,负面,"[(0, 0.011113826), (1, 0.011113822), (2, 0.011113833), (3, 0.4945671), (4, 0.011113829), (5, 0.011113844), (6, 0.011113836), (7, 0.011113837), (8, 0.011113865), (9, 0.011113824), (10, 0.3609531), (11, 0.01111384), (12, 0.011113825), (13, 0.011113822), (14, 0.011113834)]",3
,2024-02-12 21:21:22,厅稳犯守肠易绑刻等,5,小学生们快滚去抖音别在这添乱,（该条评论已经被删除）(;´༎ຶД༎ຶ`)。,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222266), (5, 0.68888855), (6, 0.02222225), (7, 0.022222236), (8, 0.022222258), (9, 0.022222249), (10, 0.022222247), (11, 0.022222273), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-02-12 21:04:47,这可(以w14,5,最近为什么一下子多了恶意的评论和造谣,（该条评论已经被删除）今天。,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222266), (5, 0.68888855), (6, 0.02222225), (7, 0.022222236), (8, 0.022222258), (9, 0.022222249), (10, 0.022222247), (11, 0.022222277), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-02-12 21:01:28,〗奋斗的锴子,5,离线视频无法横屏播放,（该条评论已经被删除）虽然有很多，。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-02-12 20:49:53,江莉V＝ickiYY,5,hhh,（该条评论已经被删除）最近刚注册。,评论 删除 注册,负面,"[(0, 0.016667077), (1, 0.016667102), (2, 0.016667075), (3, 0.016667083), (4, 0.016667088), (5, 0.7666608), (6, 0.016667083), (7, 0.016667075), (8, 0.016667085), (9, 0.016667081), (10, 0.016667081), (11, 0.016667156), (12, 0.016667083), (13, 0.016667081), (14, 0.016667077)]",5
,2024-02-12 20:32:15,Mrω. Lavinia Harris,5,入站快二年了,（该条评论已经被删除）天天都在里面看可爱的小姐姐和动漫。,评论 删除 可爱 动漫,负面,"[(0, 0.013337802), (1, 0.013337799), (2, 0.0133378), (3, 0.013337814), (4, 0.0133378245), (5, 0.013337865), (6, 0.013337832), (7, 0.013337802), (8, 0.81327057), (9, 0.0133378105), (10, 0.013337817), (11, 0.013337833), (12, 0.013337818), (13, 0.01333781), (14, 0.013337805)]",8
,2024-02-12 20:29:05,w 一只小猪,5,众所周知,（该条评论已经被删除）是因为大量优质原创主选择了你！这些主我其他的地方也有关注。,评论 删除 优质 原创 选择 地方 关注,负面,"[(7, 0.13040328), (11, 0.3084341), (13, 0.46115264)]",13
,2024-02-12 20:18:11,狂魔哥m4了,1,哔哩哔哩就是精日分子,垃圾东西陈睿的木4掉了,垃圾,负面,"[(0, 0.033333536), (1, 0.533331), (2, 0.03333354), (3, 0.033333473), (4, 0.03333347), (5, 0.03333347), (6, 0.033333536), (7, 0.03333359), (8, 0.03333349), (9, 0.033333458), (10, 0.03333347), (11, 0.033333473), (12, 0.03333361), (13, 0.033333465), (14, 0.03333348)]",1
,2024-02-12 19:26:28,∞ 冷,5,慢慢了解二次元世界,（该条评论已经被删除）还可以跟其他大神交流经验。,评论 删除 大神 交流经验,负面,"[(0, 0.013342305), (1, 0.013342303), (2, 0.013342303), (3, 0.013342303), (4, 0.013342318), (5, 0.013342348), (6, 0.013342311), (7, 0.013342303), (8, 0.013342315), (9, 0.013342311), (10, 0.01334231), (11, 0.8132077), (12, 0.013342305), (13, 0.01334231), (14, 0.013342305)]",11
,2024-02-12 19:04:34,我想静静〗,5,也可以用来和大家一起分享,（该条评论已经被删除）我已经忘记是什么时候开始玩站。,评论 删除 忘记 玩站,负面,"[(0, 0.01333725), (1, 0.013337248), (2, 0.01333725), (3, 0.013337248), (4, 0.8132784), (5, 0.013337302), (6, 0.013337258), (7, 0.013337248), (8, 0.013337265), (9, 0.013337268), (10, 0.013337255), (11, 0.013337273), (12, 0.01333725), (13, 0.013337257), (14, 0.013337251)]",4
,2024-02-12 18:24:50,心情十分不好。,5,垃圾玩意儿,别看标题是这个玩意儿其实很好，用了很久，感觉非常 ，评价一下，不玻璃心,标题 玩意儿 感觉 评价 玻璃心,负面,"[(0, 0.011113401), (1, 0.011113399), (2, 0.22707379), (3, 0.011113389), (4, 0.011113391), (5, 0.01111339), (6, 0.011113409), (7, 0.01111339), (8, 0.011113435), (9, 0.011113389), (10, 0.0111134425), (11, 0.4391259), (12, 0.0111133875), (13, 0.2004395), (14, 0.0111133875)]",11
,2024-02-12 17:38:09,顺流逆♂流☆ocmi,5,b站最棒,（该条评论已经被删除）中国良心媒体。,评论 删除 良心 媒体,负面,"[(0, 0.013337817), (1, 0.013337829), (2, 0.013337816), (3, 0.013337816), (4, 0.013337839), (5, 0.013337899), (6, 0.013337827), (7, 0.013337814), (8, 0.81327033), (9, 0.013337826), (10, 0.0133378245), (11, 0.013337847), (12, 0.013337834), (13, 0.013337826), (14, 0.013337819)]",8
,2024-02-12 17:23:48,VDeanHrR,5,充分考虑用户的使用情景和使用方式,（该条评论已经被删除）不会用的卸载。,评论 删除 卸载,负面,"[(0, 0.016666768), (1, 0.016666763), (2, 0.016666764), (3, 0.2736497), (4, 0.016666785), (5, 0.50968224), (6, 0.016666776), (7, 0.016666763), (8, 0.016666787), (9, 0.01666678), (10, 0.016666774), (11, 0.016666794), (12, 0.01666677), (13, 0.016666776), (14, 0.016666766)]",5
,2024-02-12 16:45:53,Scㄅot MacGyver,5,不肖战sm粉爬的发生,（该条评论已经被删除）但每个离开她的日子都若有所失心神不定...可能。,评论 删除 离开 日子,负面,"[(0, 0.013342484), (1, 0.013342461), (2, 0.013342461), (3, 0.013342461), (4, 0.0133424755), (5, 0.0133425305), (6, 0.013342468), (7, 0.013342461), (8, 0.013342472), (9, 0.013342468), (10, 0.013342466), (11, 0.81320536), (12, 0.013342462), (13, 0.013342466), (14, 0.013342462)]",11
,2024-02-12 16:27:22,邢恩俊,5,我是一个人,（该条评论已经被删除）我爱原神,评论 删除 原神,负面,"[(0, 0.27895144), (1, 0.016667591), (2, 0.016667591), (3, 0.016667591), (4, 0.016667614), (5, 0.5043698), (6, 0.016667603), (7, 0.016667591), (8, 0.016667608), (9, 0.016667603), (10, 0.016667599), (11, 0.01666762), (12, 0.016667593), (13, 0.0166676), (14, 0.016667595)]",5
,2024-02-12 16:21:36,菇善惯津滑慢直拖从型,5,也很感谢一些大神的无私分享！比一些收费的视频强太多了！,（该条评论已经被删除）同样站也没有不那么恶心的正常人了。,评论 删除 恶心 正常人,负面,"[(0, 0.013333788), (1, 0.013333763), (2, 0.013333773), (3, 0.0133338645), (4, 0.013333868), (5, 0.013333785), (6, 0.013333776), (7, 0.013333781), (8, 0.013333778), (9, 0.013333783), (10, 0.013333768), (11, 0.813327), (12, 0.01333377), (13, 0.013333761), (14, 0.013333748)]",11
,2024-02-12 16:18:01,安吉白茶80%后茶农11锟,5,最近用的,（该条评论已经被删除）收藏列表能优化下吗？。,评论 删除 收藏 列表,负面,"[(0, 0.013333568), (1, 0.0133335665), (2, 0.013333571), (3, 0.013333568), (4, 0.013333588), (5, 0.25748312), (6, 0.56918037), (7, 0.013333568), (8, 0.013333583), (9, 0.013333578), (10, 0.013333606), (11, 0.0133335935), (12, 0.01333357), (13, 0.013333581), (14, 0.01333357)]",6
,2024-02-12 16:13:31,· 亿休通讯,5,真的积极正能量,（该条评论已经被删除）就是满分没多的。,评论 删除 没多,负面,"[(0, 0.022217857), (1, 0.022217855), (2, 0.022217855), (3, 0.022217855), (4, 0.022217885), (5, 0.68894994), (6, 0.02221787), (7, 0.022217855), (8, 0.022217877), (9, 0.022217866), (10, 0.022217864), (11, 0.022217901), (12, 0.022217857), (13, 0.022217866), (14, 0.022217859)]",5
,2024-02-12 16:06:06,Eli>ezer Hansen,5,数字藏品,（该条评论已经被删除）很大个屏幕很高清，好治愈。,评论 删除 很大 屏幕 治愈,负面,"[(0, 0.013326814), (1, 0.013326814), (2, 0.013326814), (3, 0.0133268135), (4, 0.81342447), (5, 0.013326866), (6, 0.013326824), (7, 0.013326814), (8, 0.013326843), (9, 0.013326822), (10, 0.013326822), (11, 0.01332684), (12, 0.013326814), (13, 0.013326822), (14, 0.013326816)]",4
,2024-02-12 15:57:18,纪ぃ念家犬,5,我不想失去我的快乐,（该条评论已经被删除）不理就好，所以接一下在完全版。,评论 删除 不理 完全版,负面,"[(0, 0.022213465), (1, 0.022213463), (2, 0.022213463), (3, 0.022213463), (4, 0.022213493), (5, 0.6890114), (6, 0.022213478), (7, 0.022213463), (8, 0.022213485), (9, 0.022213478), (10, 0.022213472), (11, 0.0222135), (12, 0.022213465), (13, 0.022213476), (14, 0.022213468)]",5
,2024-02-12 15:43:16,男<装,5,海量学习资源,（该条评论已经被删除）在我看来这是一个很好的。,评论 删除 很好,负面,"[(0, 0.016666777), (1, 0.016666776), (2, 0.016666777), (3, 0.016666776), (4, 0.016666804), (5, 0.016666856), (6, 0.01666679), (7, 0.016666776), (8, 0.016666798), (9, 0.016666789), (10, 0.016666787), (11, 0.7666649), (12, 0.016666777), (13, 0.016666787), (14, 0.01666678)]",11
,2024-02-12 15:31:29,静下来是一种∩修╔行,5,父母也不让我弄这些,（该条评论已经被删除）毕竟是为了自家蒸煮好。,评论 删除 蒸煮,负面,"[(0, 0.022217855), (1, 0.022217853), (2, 0.022217853), (3, 0.022217853), (4, 0.022217883), (5, 0.68894994), (6, 0.022217868), (7, 0.022217853), (8, 0.022217875), (9, 0.022217864), (10, 0.022217862), (11, 0.02221789), (12, 0.022217855), (13, 0.022217864), (14, 0.022217857)]",5
